id,education,marriage,income,is_local,apply_amount,overdue_amount,credit_amount,overdue_months,overdue_number,extened_number,advanced_number,state
8606,1,1,4,1,728,0,4400,2,0,0,0,0
8607,1,1,3,0,5000,0,17000,3,1,0,0,0
8608,2,2,3,1,1000,0,5300,2,0,0,0,0
8609,2,1,5,0,2300,0,38237,4,0,0,0,0
8610,1,2,2,1,500,0,0,0,0,0,0,0
8611,1,2,3,0,1547,0,2000,9,0,0,0,1
8612,2,1,4,1,10000,0,10000,1,0,0,0,1
8613,2,1,4,1,8000,0,168000,0,1,0,0,0
8614,1,2,3,1,1500,0,27387,2,0,0,0,0
8615,1,2,5,0,1000,0,13000,6,0,0,0,0
8616,1,1,4,1,1591,0,17207,0,0,0,0,0
8617,1,2,2,0,2000,0,17196,0,0,0,0,0
8618,1,1,4,1,1300,0,104367,0,0,0,0,0
8619,2,1,3,0,1000,0,8000,0,2,0,0,1
8620,1,2,3,1,5000,0,5000,7,0,0,0,0
8621,2,1,4,0,1200,0,4000,20,1,0,0,0
8622,1,3,4,1,0,0,0,22,0,0,0,0
8623,1,1,4,0,2000,0,2000,2,0,0,0,0
8624,1,2,3,1,0,0,0,24,0,0,0,0
8625,1,2,1,0,666,0,9790,0,0,0,0,0
8626,1,1,4,1,1249,0,191449,0,0,0,0,0
8627,1,2,2,0,700,0,17200,0,0,0,0,0
8628,1,1,3,1,100000,0,0,1,0,0,0,0
8629,1,1,3,0,1400,0,1400,10,0,0,0,0
8630,1,1,3,1,3800,0,9600,1,0,0,0,0
8631,1,2,4,1,919,0,208238,0,0,0,0,0
8632,1,2,2,0,2645,0,2645,5,0,0,0,0
8633,1,1,2,1,6000,0,6000,28,0,0,0,0
8634,1,1,4,0,548,0,310048,0,0,0,0,0
8635,1,1,3,0,405,0,127038,1,0,0,0,0
8636,2,3,4,1,230000,0,230000,0,0,0,0,0
8637,1,1,3,0,4000,0,78000,2,0,0,0,0
8638,1,1,2,1,380000,0,380000,0,0,0,0,0
8639,1,2,3,0,2300,0,0,0,0,0,0,0
8640,1,3,5,1,0,0,0,12,0,0,0,0
8641,1,1,4,1,0,0,0,0,0,0,0,0
8642,1,2,3,1,1100,0,1100,4,0,0,0,0
8643,1,1,3,1,100,0,37700,0,0,0,0,0
8644,1,2,3,0,1000,0,21500,0,0,0,0,0
8645,1,1,2,0,2499,0,2499,0,0,0,0,0
8646,2,2,4,1,10000,0,376600,0,0,0,0,0
8647,1,1,3,0,2500,0,2500,14,0,0,0,0
8648,1,1,3,0,5000,0,25000,2,2,0,0,0
8649,1,2,3,1,3000,0,136500,0,0,0,0,0
8650,1,2,3,1,142,0,74871,0,0,0,0,0
8651,1,2,3,1,800,0,403713,7,0,0,0,0
8652,1,1,4,1,600,0,7320,14,1,0,0,0
8653,1,1,3,1,3188,0,47188,0,2,0,0,1
8654,1,1,3,0,500,0,12097,0,0,0,0,0
8655,1,1,3,1,1000,0,27989,0,0,0,0,0
8656,2,1,6,1,10000,0,202200,5,0,0,0,0
8657,2,1,4,1,3000,0,114100,0,0,0,0,0
8658,2,2,4,0,1698,0,18000,0,0,0,0,0
8659,2,2,4,0,910,0,3910,30,0,0,0,0
8660,1,1,3,0,100,0,192432,1,1,0,0,0
8661,1,2,3,0,4800,0,106300,0,0,0,0,0
8662,1,2,6,0,0,0,0,27,0,0,0,0
8663,1,1,5,0,0,0,0,0,0,0,0,0
8664,1,1,6,1,0,0,0,0,0,0,0,0
8665,1,3,3,1,4388,0,6000,0,0,0,0,0
8666,2,1,3,0,0,0,0,0,0,0,0,1
8667,1,2,3,1,376,0,6673,19,0,0,0,0
8668,2,1,4,1,500,0,8500,1,1,0,0,1
8669,1,2,3,0,850,0,21229,7,0,0,0,0
8670,1,1,3,1,0,0,0,9,0,0,0,0
8671,1,1,2,1,0,0,0,0,0,0,0,0
8672,1,2,2,1,910,0,30000,0,0,0,0,0
8673,1,2,4,1,2488,0,0,0,0,0,0,0
8674,2,1,4,1,1000,0,21600,2,0,0,0,0
8675,1,1,4,1,1000,0,53000,0,0,0,0,0
8676,1,2,4,0,2800,0,20800,5,0,0,0,0
8677,2,1,4,1,1200,0,13700,0,0,0,0,0
8678,1,1,2,1,500,0,183100,0,0,0,0,0
8679,1,2,3,1,0,0,0,0,0,0,0,0
8680,1,2,2,1,0,0,0,0,0,0,0,1
8681,2,1,3,1,1000,0,26000,0,0,0,0,0
8682,1,1,4,1,0,0,0,17,0,0,0,0
8683,1,1,3,1,935,0,36600,5,0,0,0,0
8684,1,1,3,0,3000,0,0,0,0,0,0,0
8685,1,1,3,0,0,0,0,0,0,0,0,0
8686,1,1,3,0,700,0,68053,0,0,0,0,0
8687,1,2,3,0,1000,0,2400,1,0,0,0,0
8688,1,1,4,1,27000,0,0,0,2,0,0,0
8689,1,1,4,1,2499,0,9499,4,0,0,0,0
8690,1,1,4,0,0,0,0,45,0,0,0,0
8691,1,2,2,1,2000,0,2000,6,0,0,0,0
8692,1,1,3,0,8000,44,8000,8,0,0,0,0
8693,1,2,4,1,1000,0,8848,18,1,0,0,1
8694,1,1,4,0,4931,0,24431,0,0,0,0,0
8695,2,1,5,0,700,0,617499,1,0,0,0,0
8696,1,2,3,1,28,0,78059,7,0,0,0,0
8697,1,1,4,0,500,0,493607,5,0,0,0,0
8698,1,2,2,0,4400,0,4400,23,0,0,0,0
8699,1,1,3,1,2199,0,2199,15,1,0,0,0
8700,1,2,4,0,500,0,11614,0,0,0,0,0
8701,2,1,4,0,600,0,12340,1,0,0,0,0
8702,1,2,2,1,2000,0,19113,22,1,0,0,1
8703,1,1,4,0,600,0,2100,29,0,0,0,0
8704,1,1,3,1,1092,0,6192,4,0,0,0,0
8705,1,1,4,0,508,0,13092,4,0,0,0,0
8706,1,1,4,1,167,0,49749,7,1,0,0,0
8707,2,2,3,0,2916,0,178216,23,1,0,0,0
8708,2,1,4,1,80000,0,80000,10,0,0,0,0
8709,1,2,3,0,2000,0,6500,1,0,0,0,0
8710,1,1,3,0,100,0,127918,0,0,0,0,0
8711,1,1,4,1,535,0,759032,5,2,0,0,0
8712,1,2,3,1,3200,0,13173,0,0,0,0,1
8713,1,2,4,0,1000,0,1000,0,0,0,0,0
8714,1,1,3,1,2499,0,82499,0,0,0,0,1
8715,1,1,3,0,0,0,0,0,0,0,0,1
8716,1,1,4,1,1000,0,1135000,0,0,0,0,0
8717,2,1,5,1,11100,0,88980,2,1,0,0,0
8718,1,2,3,1,18000,0,38000,1,0,0,0,0
8719,2,1,4,1,500,0,89394,0,1,0,0,0
8720,1,2,2,1,3000,0,3000,0,0,0,0,0
8721,1,1,4,0,2500,0,2500,3,0,0,0,0
8722,1,1,4,1,2800,0,14000,0,0,0,0,0
8723,2,1,4,0,200,0,555700,1,0,0,0,0
8724,1,1,3,1,500,0,88815,8,0,0,0,0
8725,1,1,3,1,8000,0,17600,2,0,0,0,1
8726,2,2,3,0,500,0,73713,1,0,0,0,0
8727,1,2,2,1,500,0,40293,4,0,0,0,0
8728,1,1,4,0,1800,0,10300,1,0,0,0,0
8729,1,1,4,1,370,0,39569,4,0,0,0,0
8730,1,1,3,1,1183,0,2000,3,0,0,0,0
8731,1,3,3,0,1500,0,26200,0,0,0,0,0
8732,1,1,4,0,1000,0,6100,33,0,0,0,0
8733,1,1,5,1,1100,0,534900,0,0,0,0,0
8734,1,1,3,0,0,0,0,0,0,0,0,1
8735,1,1,3,1,1000,0,36993,27,1,0,0,0
8736,1,1,4,0,5000,0,12600,1,0,0,0,0
8737,1,1,4,1,2000,0,36000,14,0,0,0,0
8738,1,2,3,1,1060,0,40200,1,0,0,0,0
8739,1,2,3,1,1100,0,26900,2,0,0,0,0
8740,2,1,4,1,1000,0,10500,2,0,0,0,0
8741,1,1,4,0,1000,0,4500,3,0,0,0,0
8742,3,2,4,0,0,0,0,2,0,0,0,0
8743,1,1,6,1,0,0,0,5,0,0,0,0
8744,1,1,4,1,6000,0,0,4,1,0,0,0
8745,1,1,3,1,1999,0,421625,12,0,0,0,1
8746,1,1,3,1,910,0,1200,5,0,0,0,1
8747,1,1,4,1,3000,0,3000,16,0,0,0,0
8748,1,1,4,1,100,0,24765,1,17,0,0,0
8749,1,1,4,1,507,0,28086,13,1,0,0,0
8750,1,1,3,0,1898,0,23600,15,0,0,0,0
8751,1,1,4,1,500,0,7600,8,1,0,0,0
8752,1,1,4,1,1350,0,13130,1,0,0,0,0
8753,2,1,3,1,500,0,11006,7,7,0,0,0
8754,1,1,5,1,1200,0,15188,2,0,0,0,1
8755,1,1,3,0,2500,0,18500,4,1,0,0,0
8756,1,2,3,0,1400,0,9898,0,0,0,0,0
8757,1,1,3,0,3000,0,72500,3,0,0,0,0
8758,2,1,4,1,500,0,35186,16,0,0,0,0
8759,1,2,3,0,919,0,2200,0,2,0,0,1
8760,1,1,4,1,500,0,176990,5,0,0,0,0
8761,1,1,4,1,780,0,71400,2,0,0,0,0
8762,1,1,3,0,3500,0,3500,10,1,0,0,0
8763,1,2,3,0,500,0,51753,0,0,0,0,0
8764,1,1,4,1,1000,0,44000,10,0,0,0,0
8765,1,1,3,1,6000,0,6000,1,0,0,0,0
8766,1,2,3,0,500,0,42943,1,1,0,0,0
8767,2,3,3,0,3000,0,17400,15,0,0,0,0
8768,1,1,4,1,245,0,15556,2,0,0,0,0
8769,1,1,3,0,168,0,328599,4,0,0,0,0
8770,1,1,3,0,1000,0,1500,0,0,0,0,1
8771,1,2,3,1,35,0,32399,2,1,0,0,0
8772,2,1,4,0,12100,0,93100,7,0,0,0,1
8773,1,1,5,0,4000,0,188000,0,0,0,0,0
8774,1,1,5,1,500,0,68600,14,0,0,0,0
8775,1,2,2,1,17000,0,17000,3,0,0,0,0
8776,1,1,3,1,888,0,105967,0,1,0,0,0
8777,1,1,4,1,1000,0,5999,0,0,0,0,0
8778,1,1,4,0,2000,0,41000,1,0,0,0,0
8779,2,1,3,0,2500,0,8500,11,0,0,0,0
8780,1,3,3,0,1200,0,1638,1,0,0,0,0
8781,1,2,3,1,2400,0,6400,0,0,0,0,0
8782,1,2,3,1,3999,0,0,24,1,0,0,0
8783,1,2,3,0,800,0,26499,6,0,0,0,0
8784,4,1,3,1,3272,0,258166,0,0,0,0,0
8785,1,1,4,1,500,0,0,10,1,0,0,1
8786,1,1,4,0,500,0,0,2,0,0,0,0
8787,1,2,4,0,1200,0,2700,3,0,0,0,0
8788,2,1,5,0,5000,0,30000,2,0,0,0,0
8789,2,1,5,1,500,0,194372,0,0,0,0,0
8790,1,1,4,0,6000,0,35000,1,0,0,0,0
8791,1,2,3,1,4188,0,4188,0,0,0,0,0
8792,1,1,4,1,500,0,30800,0,0,0,0,0
8793,1,1,4,1,3000,0,3000,11,0,0,0,0
8794,2,1,4,1,2000,0,102000,3,1,0,0,0
8795,1,2,3,1,0,0,0,0,0,0,0,0
8796,1,2,1,1,0,0,0,8,0,0,0,1
8797,1,2,3,0,999,0,25988,0,0,0,0,0
8798,1,1,4,1,10000,0,0,1,0,0,0,0
8799,2,1,4,1,500,0,18727,23,0,0,0,0
8800,1,1,3,1,2000,0,38300,4,0,0,0,0
8801,1,1,4,1,3000,0,13000,1,0,0,0,0
8802,1,1,3,1,6400,0,6400,4,0,0,0,0
8803,1,1,3,1,1166,0,16019,0,0,0,0,0
8804,2,1,4,0,919,0,11500,5,0,0,0,0
8805,1,1,4,0,700,0,24650,10,0,0,0,0
8806,2,1,2,0,500,0,10309,0,0,0,0,0
8807,1,1,4,0,4000,0,9500,1,0,0,0,0
8808,2,1,4,1,1000,0,3000,6,0,2,0,0
8809,2,1,4,0,1000,0,16500,5,0,0,0,1
8810,1,2,2,1,10000,0,10000,14,0,0,0,0
8811,1,2,3,0,1500,0,6200,2,0,0,0,0
8812,1,1,4,1,0,0,0,6,0,0,0,0
8813,2,1,4,1,1500,0,2000,0,0,0,0,0
8814,4,2,6,0,11000,0,141000,0,0,0,0,0
8815,2,1,3,1,2000,0,542000,0,1,0,0,0
8816,1,1,3,1,1000,0,17500,2,0,0,0,0
8817,1,2,2,1,1500,0,3300,0,0,0,0,0
8818,2,1,6,1,156500,0,300000,18,2,0,0,0
8819,1,1,4,1,600,0,1028600,0,0,0,0,0
8820,2,1,3,0,2000,0,10000,13,1,0,0,0
8821,1,1,3,1,6179,0,200000,0,0,0,0,0
8822,2,1,4,1,1900,0,1900,0,0,0,0,0
8823,1,1,2,0,1000,0,37800,0,0,0,0,0
8824,2,2,5,1,6000,0,0,0,0,0,0,0
8825,1,2,3,1,910,0,22201,1,0,0,0,0
8826,2,2,3,0,168,0,0,3,0,0,0,0
8827,1,1,4,0,846,0,12226,23,0,0,0,0
8828,1,2,4,1,2000,0,32688,5,0,0,0,0
8829,1,1,3,1,1500,0,1500,19,0,0,0,1
8830,1,2,3,0,0,0,0,15,0,0,0,0
8831,1,2,3,1,500,0,22702,0,0,0,0,0
8832,1,1,4,0,600,0,71000,0,0,0,0,0
8833,1,1,3,0,3500,0,15500,2,0,0,0,0
8834,3,2,2,1,500,0,28400,0,0,0,0,0
8835,1,1,3,1,999,0,1000,1,0,0,0,1
8836,2,2,3,0,0,0,0,3,0,0,0,0
8837,1,2,3,0,1500,0,19300,0,0,0,0,0
8838,1,1,4,1,3000,0,3600,5,0,0,0,1
8839,1,3,3,1,1500,0,5000,0,1,0,0,1
8840,1,2,3,1,500,0,32000,0,0,0,0,0
8841,1,2,3,0,1600,0,5600,13,0,0,0,0
8842,1,3,3,0,28000,0,28000,8,0,0,0,0
8843,1,2,5,0,10000,0,315500,0,0,0,0,0
8844,2,2,3,1,1000,0,9883,0,2,0,0,1
8845,2,2,1,0,1000,0,1000,0,0,0,0,0
8846,1,1,4,0,30000,0,30000,0,0,0,0,0
8847,2,2,3,1,1500,0,99700,0,0,0,0,0
8848,1,2,3,0,0,0,0,0,0,0,0,0
8849,1,1,3,0,5000,0,103000,0,0,0,0,1
8850,1,1,3,1,4000,0,59000,0,0,0,0,0
8851,3,2,4,0,4000,0,251000,0,0,0,0,0
8852,1,1,3,1,63000,0,133000,2,0,0,0,0
8853,1,2,3,1,2200,0,52200,8,0,0,0,0
8854,1,2,3,0,500,0,1000,0,0,0,0,0
8855,2,3,4,0,2200,0,630000,1,1,0,0,0
8856,2,3,5,1,755,0,218302,2,0,0,0,0
8857,2,1,5,1,1800,0,81800,1,0,0,0,0
8858,1,2,3,0,10000,0,20000,7,1,0,0,0
8859,1,2,3,0,500,0,2935,0,0,0,0,0
8860,1,2,3,1,0,0,0,2,0,0,0,0
8861,1,1,3,0,500,0,14900,0,0,0,0,0
8862,1,1,4,1,4700,0,24700,0,0,0,0,0
8863,2,2,2,1,919,0,0,1,0,0,0,1
8864,1,1,3,0,1092,0,15358,2,0,0,0,1
8865,1,1,3,1,50000,0,500000,0,1,0,0,0
8866,1,2,2,1,1820,0,1820,0,0,0,0,1
8867,2,1,3,0,2900,123,266900,9,0,0,0,0
8868,1,1,4,0,480,0,48600,9,9,0,0,0
8869,1,2,2,1,0,0,0,0,0,0,0,0
8870,1,1,3,1,1000,0,37000,1,0,0,0,0
8871,1,1,4,1,1433,0,13332,2,0,0,0,0
8872,1,2,3,0,3324,0,3324,17,0,0,0,0
8873,1,1,4,0,600,0,393790,4,1,1,0,0
8874,1,2,4,1,1100,0,2564,33,1,0,0,1
8875,1,1,3,0,774,0,153346,1,1,0,0,0
8876,1,2,3,0,10000,0,20300,0,0,0,0,0
8877,1,1,4,0,1160,0,44760,29,0,0,0,0
8878,2,2,4,0,100,0,0,15,1,0,0,0
8879,1,1,4,1,1200,0,10239,7,0,0,0,0
8880,4,2,3,1,5000,0,5000,0,0,0,0,0
8881,2,1,3,1,500,0,30800,1,0,0,0,0
8882,1,2,3,1,3400,0,3400,0,0,0,0,0
8883,1,2,3,1,1499,0,10000,7,0,0,0,1
8884,1,1,5,0,5000,0,5000,0,1,0,0,0
8885,1,3,3,1,600,0,0,4,3,0,0,0
8886,1,2,3,1,500,0,5287,0,0,0,0,0
8887,2,2,3,0,1000,0,41952,5,0,0,0,0
8888,2,1,2,1,10000,0,0,0,0,0,0,0
8889,2,2,4,0,500,0,59038,8,0,0,0,0
8890,2,1,4,1,3000,0,3000,3,0,0,0,0
8891,1,1,4,0,0,0,0,0,0,0,0,0
8892,1,1,3,1,10000,0,70000,0,0,0,0,0
8893,1,1,3,1,25000,0,25000,0,0,0,0,0
8894,1,1,4,1,2499,0,6787,0,0,0,0,0
8895,2,2,4,0,1000,0,32000,0,3,0,0,0
8896,2,1,4,1,130000,0,130000,0,1,0,0,0
8897,1,1,4,1,2000,0,327700,1,1,0,0,0
8898,2,2,4,0,1500,0,1500,1,0,0,0,0
8899,1,2,3,1,0,0,0,1,0,0,0,0
8900,1,1,3,1,501,0,19064,1,0,0,0,1
8901,1,1,3,0,1100,0,315300,3,0,0,0,1
8902,1,1,3,0,0,0,0,8,0,0,0,0
8903,1,1,4,0,2000,0,13000,7,2,0,0,0
8904,1,1,3,1,4144,0,80000,0,1,0,0,0
8905,1,1,4,0,0,0,0,25,0,0,0,0
8906,2,2,4,0,4008,0,26508,0,0,0,0,0
8907,1,1,4,1,77000,0,0,2,0,0,0,0
8908,1,2,6,1,3296,0,40994,0,1,0,0,1
8909,2,1,3,1,1473,0,33541,3,0,0,0,0
8910,1,1,3,1,4000,0,354000,8,1,0,0,0
8911,1,1,4,1,0,0,0,4,0,0,0,0
8912,1,1,4,0,1398,0,22799,11,0,0,0,0
8913,1,1,3,1,1155,0,8755,4,0,0,0,1
8914,1,2,3,1,3000,0,30900,0,0,0,0,0
8915,1,2,3,1,7000,0,7000,20,0,0,0,0
8916,1,1,3,0,1000,0,16600,0,0,0,0,0
8917,2,1,3,1,950,0,34810,1,0,0,0,0
8918,1,1,3,0,800,0,107000,6,1,0,0,0
8919,1,2,3,1,4600,0,47600,1,0,0,0,0
8920,1,1,3,1,0,0,0,4,0,0,0,1
8921,1,2,4,0,0,0,0,4,0,0,0,0
8922,1,1,4,0,30000,0,30000,6,0,0,0,0
8923,1,1,5,0,30,0,22051,0,0,0,0,0
8924,1,1,4,1,3109,0,13508,8,0,0,0,0
8925,1,2,4,1,2000,0,0,19,1,0,0,0
8926,1,2,3,1,100,0,22645,1,9,0,0,0
8927,1,2,3,0,2699,26,2699,1,0,0,0,0
8928,4,1,4,1,517,0,11816,7,0,0,0,0
8930,1,2,3,0,2300,0,321300,9,0,0,0,0
8931,1,1,4,1,243,0,22255,30,0,0,0,0
8932,1,3,3,1,10000,0,0,14,0,0,0,0
8933,1,1,5,0,1000,0,18900,0,0,0,0,0
8934,2,1,3,1,2499,0,16499,9,0,0,0,0
8935,1,2,3,1,0,0,0,0,0,0,0,0
8936,4,1,4,1,20000,0,125000,1,1,0,0,0
8937,1,2,3,0,1500,0,3500,14,0,0,0,0
8938,1,2,3,0,0,0,0,1,0,0,0,0
8939,1,3,3,0,100000,0,0,0,0,0,0,0
8940,1,1,4,1,29200,0,29200,23,0,0,0,0
8941,1,1,3,0,20000,0,20000,0,0,0,0,0
8942,1,1,4,1,1999,0,31999,0,1,0,0,0
8943,1,1,2,1,5000,0,33100,0,0,0,0,0
8944,1,1,4,1,2300,0,2300,2,0,0,0,0
8945,1,1,4,0,168,0,21399,0,0,0,0,0
8946,1,1,1,1,1500,0,201500,0,0,0,0,0
8947,1,2,3,0,4800,0,344800,0,1,0,0,0
8948,1,1,3,1,910,0,8200,2,0,0,0,0
8949,1,2,1,1,2499,0,17499,0,0,0,0,0
8950,1,2,4,0,500,0,15906,0,0,0,0,0
8951,1,1,3,0,1092,0,68000,5,0,0,0,0
8952,1,1,3,0,1565,0,0,0,0,0,0,0
8953,1,1,3,1,750,0,136650,0,1,0,0,0
8954,1,1,4,1,3880,0,6900,0,0,0,0,0
8955,2,1,4,1,687,0,557535,1,1,0,0,0
8956,1,2,3,1,1000,0,6500,0,0,0,0,0
8957,1,1,4,0,1500,0,34400,1,0,0,0,0
8958,1,2,3,0,193,0,18050,4,0,0,0,0
8959,1,2,3,1,1000,0,43300,0,0,0,0,0
8960,1,1,3,1,2034,0,37886,0,0,0,0,0
8961,2,1,4,0,16000,0,16000,1,0,0,0,0
8962,1,2,1,1,1000,0,2480,0,0,0,0,0
8963,1,1,4,0,50000,0,50000,19,0,0,0,0
8964,3,1,5,0,12300,0,12300,27,0,0,0,0
8965,2,2,4,1,2000,0,2000,27,0,0,0,0
8966,1,1,4,1,1862,0,0,2,0,0,0,0
8967,2,1,5,0,2000,0,682000,4,0,0,0,0
8968,1,1,3,0,5000,0,152000,8,1,0,0,0
8969,1,3,3,1,4488,0,59688,6,0,0,0,0
8970,1,1,2,1,0,0,0,0,0,0,0,0
8971,2,2,4,1,1799,0,33000,0,0,0,0,0
8972,1,1,3,1,500,0,64159,0,0,0,0,0
8973,1,2,3,0,200,0,190504,2,1,0,0,0
8974,1,1,6,0,1000,0,44000,1,0,0,0,0
8975,1,1,4,1,3950,0,27950,1,0,0,0,0
8976,1,1,4,0,500,0,66336,4,1,0,0,0
8977,1,1,4,1,151,0,1451,13,0,0,0,0
8978,1,1,4,1,0,0,0,10,0,0,0,0
8979,2,2,3,1,800,0,13364,0,0,0,0,0
8980,1,1,3,0,3200,0,33600,4,0,0,0,0
8981,1,3,2,1,1000,0,1000,0,0,0,0,0
8982,1,1,4,0,910,34,2410,29,0,0,0,0
8983,1,1,4,1,3800,0,103800,2,0,0,0,0
8984,1,2,3,0,0,0,0,7,0,0,0,0
8985,1,2,3,0,168,0,0,2,0,0,0,0
8986,1,1,4,0,143,0,10305,29,0,0,0,0
8987,4,2,3,0,500,20,10725,1,0,0,0,0
8989,1,1,4,1,1000,0,41800,21,0,0,0,0
8990,1,1,3,0,2000,0,9132,0,0,0,0,0
8991,1,1,5,1,2000,0,20300,8,1,0,0,0
8992,1,1,4,0,3000,0,3000,15,0,0,0,0
8993,1,3,3,1,25000,0,270000,10,3,0,0,0
8994,1,1,4,0,2500,0,12000,6,0,0,0,0
8995,4,2,4,0,2000,0,62926,0,0,0,0,1
8996,1,1,4,0,2900,0,242900,1,0,0,0,0
8997,1,1,3,1,0,0,0,6,0,0,0,0
8998,1,1,3,0,0,0,0,0,0,0,0,0
8999,1,1,3,0,0,0,0,1,0,0,0,1
9000,1,1,3,1,1000,0,42880,0,0,0,0,0
9001,2,2,4,0,1900,0,46168,0,1,0,0,0
9002,1,1,6,1,0,0,0,0,0,0,0,0
9003,1,1,4,1,5900,0,5900,1,0,0,0,0
9004,1,1,3,1,0,0,0,0,0,0,0,0
9005,1,1,3,1,6,0,52507,18,0,0,0,0
9006,1,1,3,1,3788,0,20188,0,0,0,0,1
9007,1,1,2,0,1000,0,1000,0,0,0,0,0
9008,1,1,3,1,1280,0,14180,0,0,0,0,0
9009,1,1,4,1,500,0,34300,15,0,0,0,0
9010,1,2,3,1,0,0,0,0,0,0,0,0
9011,2,2,3,0,2000,0,24899,0,0,0,0,0
9012,1,2,3,1,6000,0,6000,0,0,0,0,1
9013,1,1,3,1,61,0,416837,0,0,0,0,0
9014,1,1,3,1,0,0,0,7,0,0,0,0
9015,1,1,2,1,0,0,0,17,0,0,0,1
9016,1,1,3,1,500,0,102500,0,0,0,0,0
9017,2,1,2,1,830,0,42574,0,0,0,0,1
9018,1,1,3,1,500,0,0,0,0,0,0,0
9019,1,2,2,1,4400,0,4400,3,1,0,0,0
9020,1,1,4,0,1000,0,75200,0,0,0,0,0
9021,1,2,3,1,2500,0,26500,1,1,0,0,0
9022,1,2,3,1,1100,0,36000,0,0,0,0,0
9023,1,1,3,1,0,0,0,3,0,0,0,0
9024,1,1,3,0,0,0,0,1,0,0,0,0
9025,2,1,3,0,500,0,49085,6,0,0,0,0
9026,1,1,3,1,600,0,359800,0,0,0,0,0
9027,1,1,4,1,500,0,60000,0,0,0,0,0
9028,2,1,3,1,1500,0,17200,0,0,0,0,0
9029,1,1,5,1,0,0,0,0,0,0,0,0
9030,1,1,4,1,100,0,22796,23,0,0,0,0
9031,1,1,3,0,340000,0,340000,3,1,0,0,0
9032,1,1,4,1,910,0,9657,0,0,0,0,0
9033,1,1,5,1,40000,0,0,0,0,0,0,0
9034,1,2,3,1,919,0,130919,1,1,0,0,0
9035,1,1,3,1,2300,0,6598,0,0,0,0,0
9036,1,1,2,1,0,0,0,0,0,0,0,0
9037,1,2,3,1,0,0,0,2,0,0,0,0
9038,1,1,2,1,0,0,0,0,0,0,0,1
9039,2,2,4,0,2800,0,38200,0,0,0,0,0
9040,2,1,7,1,4000,0,4000,0,0,0,0,0
9041,1,1,4,1,500,0,97750,0,0,0,0,0
9042,1,1,3,1,2998,0,350998,0,0,0,0,0
9043,1,1,4,0,500,0,17789,2,0,0,0,0
9044,4,1,5,1,1500,0,22500,1,0,0,0,0
9045,1,1,3,1,32000,0,32000,0,0,0,0,0
9046,1,1,3,1,6000,0,262500,0,0,0,0,0
9047,1,1,4,0,1500,0,66500,1,0,0,0,0
9048,1,3,3,1,4798,0,14797,0,0,0,0,0
9049,1,2,3,1,0,0,0,3,0,0,0,0
9050,2,1,3,0,500,0,105230,0,0,0,0,0
9051,1,1,3,1,500,0,36000,20,0,0,0,0
9052,1,1,5,0,1000,0,9000,0,0,0,0,0
9053,1,2,2,1,2800,0,2800,0,0,0,0,0
9054,1,1,5,1,5000,0,125000,9,0,0,0,0
9055,1,1,3,0,2621,0,82001,0,0,0,0,0
9056,1,2,4,1,0,0,0,1,0,0,0,0
9057,1,2,2,1,999,0,0,0,0,0,0,0
9058,1,1,4,1,3000,0,82000,1,0,0,0,1
9059,1,1,4,1,4800,0,104800,1,0,0,0,0
9060,1,3,3,1,0,0,0,12,0,0,0,0
9061,1,1,5,0,416,0,4634,7,3,0,0,0
9062,1,2,2,1,4200,0,4200,0,0,0,0,1
9063,2,1,5,0,10000,0,110000,0,0,0,0,0
9064,2,1,4,0,1000,0,76089,0,0,0,0,0
9065,2,1,3,1,1000,0,48500,0,0,0,0,0
9066,2,1,5,0,4000,0,109000,1,0,0,0,0
9067,1,2,3,0,253,0,41684,1,0,0,0,0
9068,1,1,3,1,1000,0,34900,0,0,0,0,0
9069,1,1,3,1,1000,0,3000,0,2,0,0,0
9070,1,1,3,0,6000,0,56000,0,0,0,0,0
9071,1,1,4,1,919,0,306271,0,1,0,0,0
9072,1,1,3,1,1000,0,671000,0,0,0,0,0
9073,2,1,2,1,9600,0,126295,0,0,0,0,0
9074,2,1,5,0,500,0,276399,2,0,0,0,0
9075,1,1,3,1,500,0,42326,8,0,0,0,0
9076,2,3,3,1,3000,0,46500,0,0,0,0,0
9077,1,1,3,1,1000,0,43800,3,1,0,0,0
9078,1,1,4,1,2000,0,12500,0,0,0,0,0
9079,1,1,3,1,2700,0,6700,0,0,0,0,0
9080,1,1,4,0,0,0,0,1,0,0,0,0
9081,4,2,3,1,580,0,35332,0,0,0,0,0
9082,1,1,4,1,3498,0,7219,0,0,0,0,0
9083,1,1,4,1,2788,0,3500,6,0,0,0,0
9084,2,2,3,1,1000,0,3000,3,0,0,0,0
9085,1,2,4,0,4000,0,4000,0,0,0,0,0
9086,2,1,4,1,10000,0,74000,3,0,0,0,0
9087,1,1,4,1,900,0,11378,6,0,0,0,0
9088,1,1,3,0,0,0,0,0,0,0,0,0
9089,1,1,4,1,2799,0,124500,0,1,0,0,0
9090,2,2,3,0,1000,0,32852,3,0,0,0,0
9091,1,2,4,0,14300,0,14300,0,0,0,0,0
9092,2,1,5,1,5000,0,161600,0,1,0,0,0
9093,2,1,3,1,3800,0,12800,18,0,0,0,0
9094,2,1,2,1,1000,0,7500,1,0,0,0,1
9095,1,1,5,0,450000,0,450000,1,0,0,0,0
9096,1,1,5,0,30000,0,30000,0,0,0,0,0
9097,2,1,4,0,1300,0,213353,1,0,0,0,0
